DATE,NASDAQCOM
2018-01-19,7336.38
2018-01-22,7408.03
2018-01-23,7460.29
2018-01-24,7415.06
2018-01-25,7411.16
2018-01-26,7505.77
2018-01-29,7466.51
2018-01-30,7402.48
2018-01-31,7411.48
2018-02-01,7385.86
2018-02-02,7240.95
2018-02-05,6967.53
2018-02-06,7115.88
2018-02-07,7051.98
2018-02-08,6777.16
2018-02-09,6874.49
2018-02-12,6981.96
2018-02-13,7013.51
2018-02-14,7143.62
2018-02-15,7256.43
2018-02-16,7239.47
2018-02-19,.
2018-02-20,7234.31
2018-02-21,7218.23
2018-02-22,7210.09
2018-02-23,7337.39
2018-02-26,7421.46
2018-02-27,7330.35
2018-02-28,7273.01
2018-03-01,7180.56
2018-03-02,7257.87
2018-03-05,7330.70
2018-03-06,7372.01
2018-03-07,7396.65
2018-03-08,7427.95
2018-03-09,7560.81
2018-03-12,7588.32
2018-03-13,7511.01
2018-03-14,7496.81
2018-03-15,7481.74
2018-03-16,7481.99
2018-03-19,7344.24
2018-03-20,7364.30
2018-03-21,7345.29
2018-03-22,7166.68
2018-03-23,6992.67
2018-03-26,7220.54
2018-03-27,7008.81
2018-03-28,6949.23
2018-03-29,7063.44
2018-03-30,.
2018-04-02,6870.12
2018-04-03,6941.28
2018-04-04,7042.11
2018-04-05,7076.55
2018-04-06,6915.11
2018-04-09,6950.34
2018-04-10,7094.30
2018-04-11,7069.03
2018-04-12,7140.25
2018-04-13,7106.65
2018-04-16,7156.28
2018-04-17,7281.10
2018-04-18,7295.24
2018-04-19,7238.06
2018-04-20,7146.13
2018-04-23,7128.60
2018-04-24,7007.35
2018-04-25,7003.74
2018-04-26,7118.68
2018-04-27,7119.80
2018-04-30,7066.27
2018-05-01,7130.70
2018-05-02,7100.90
2018-05-03,7088.15
2018-05-04,7209.62
2018-05-07,7265.21
2018-05-08,7266.90
2018-05-09,7339.91
2018-05-10,7404.97
2018-05-11,7402.88
2018-05-14,7411.32
2018-05-15,7351.63
2018-05-16,7398.30
2018-05-17,7382.47
2018-05-18,7354.34
2018-05-21,7394.04
2018-05-22,7378.46
2018-05-23,7425.96
2018-05-24,7424.43
2018-05-25,7433.85
2018-05-28,.
2018-05-29,7396.59
2018-05-30,7462.45
2018-05-31,7442.12
2018-06-01,7554.33
2018-06-04,7606.46
2018-06-05,7637.86
2018-06-06,7689.24
2018-06-07,7635.07
2018-06-08,7645.51
2018-06-11,7659.93
2018-06-12,7703.79
2018-06-13,7695.70
2018-06-14,7761.04
2018-06-15,7746.38
2018-06-18,7747.03
2018-06-19,7725.59
2018-06-20,7781.51
2018-06-21,7712.95
2018-06-22,7692.82
2018-06-25,7532.01
2018-06-26,7561.63
2018-06-27,7445.08
2018-06-28,7503.68
2018-06-29,7510.30
2018-07-02,7567.69
2018-07-03,7502.67
2018-07-04,.
2018-07-05,7586.43
2018-07-06,7688.39
2018-07-09,7756.20
2018-07-10,7759.20
2018-07-11,7716.61
2018-07-12,7823.92
2018-07-13,7825.98
2018-07-16,7805.72
2018-07-17,7855.12
2018-07-18,7854.44
2018-07-19,7825.30
2018-07-20,7820.20
